epoch;accuracy;loss;val_accuracy;val_loss
0;0.9259166717529297;0.2522251307964325;0.9649999737739563;0.08991798013448715
1;0.968583345413208;0.08196647465229034;0.9663333296775818;0.08253561705350876
2;0.9759166836738586;0.061678849160671234;0.9800000190734863;0.05516429245471954
3;0.981416642665863;0.04823445528745651;0.9826666712760925;0.04269653186202049
4;0.9836666584014893;0.04642574116587639;0.9823333621025085;0.042617883533239365
5;0.984666645526886;0.04580708220601082;0.9666666388511658;0.10434585809707642
6;0.9877499938011169;0.033228229731321335;0.9526666402816772;0.12988343834877014
7;0.9928333163261414;0.019846701994538307;0.9900000095367432;0.024488812312483788
8;0.9904166460037231;0.024929994717240334;0.9866666793823242;0.03287236765027046
9;0.9956666827201843;0.014495898969471455;0.9886666536331177;0.031897351145744324
10;0.9921666383743286;0.021446311846375465;0.9783333539962769;0.05301761254668236
11;0.9951666593551636;0.0145073551684618;0.9833333492279053;0.04090830683708191
12;0.9940833449363708;0.016212666407227516;0.9886666536331177;0.03439577296376228
13;0.9973333477973938;0.008751668967306614;0.984666645526886;0.043562594801187515
14;0.9975000023841858;0.009760416112840176;0.9893333315849304;0.03370732069015503
15;0.9964166879653931;0.010065572336316109;0.9923333525657654;0.0261993408203125
16;0.9928333163261414;0.024765022099018097;0.9933333396911621;0.024311993271112442
17;0.999666690826416;0.0014681497123092413;0.9956666827201843;0.015319152735173702
18;1.0;0.0003028501814696938;0.9959999918937683;0.014854587614536285
19;1.0;0.00015506966155953705;0.9950000047683716;0.01697981357574463
20;1.0;6.811071943957359e-05;0.9959999918937683;0.017845820635557175
21;0.996666669845581;0.016623737290501595;0.9743333458900452;0.12120970338582993
22;0.9944166541099548;0.018272913992404938;0.9916666746139526;0.03025585412979126
23;0.9982500076293945;0.005102704279124737;0.9943333268165588;0.02549012191593647
24;0.9981666803359985;0.007887355051934719;0.9850000143051147;0.04712694138288498
25;0.996749997138977;0.009980223141610622;0.9829999804496765;0.06846146285533905
26;0.9990833401679993;0.0027654003351926804;0.9929999709129333;0.030276784673333168
27;1.0;0.00019279740808997303;0.9943333268165588;0.021984698250889778
28;1.0;4.001315755886026e-05;0.9940000176429749;0.022390959784388542
29;1.0;2.524902629374992e-05;0.9943333268165588;0.021820323541760445
30;1.0;1.4310584447230212e-05;0.9953333139419556;0.021177615970373154
31;1.0;1.0021889465861022e-05;0.9943333268165588;0.021590014919638634
32;1.0;6.316625785984797e-06;0.9953333139419556;0.022685088217258453
33;1.0;4.213298780086916e-06;0.9953333139419556;0.021542703732848167
34;1.0;2.6655616238713264e-06;0.9950000047683716;0.022720100358128548
35;1.0;1.6535765325897955e-06;0.9946666955947876;0.023590361699461937
36;1.0;1.1402007658034563e-06;0.9946666955947876;0.023835865780711174
37;1.0;7.504785912715306e-07;0.9940000176429749;0.02547626756131649
38;1.0;5.082205234430148e-07;0.9950000047683716;0.02567513845860958
39;1.0;3.022555006282346e-07;0.9946666955947876;0.02712693065404892
40;1.0;4.745805597394792e-07;0.9906666874885559;0.066048763692379
41;0.9882500171661377;0.09803351759910583;0.9926666617393494;0.032224029302597046
42;0.9991666674613953;0.0027237588074058294;0.9943333268165588;0.02866661548614502
43;0.9995833039283752;0.0010714537929743528;0.9946666955947876;0.025359058752655983
44;1.0;0.00018519471632316709;0.9923333525657654;0.030743032693862915
45;1.0;3.598919647629373e-05;0.9926666617393494;0.03341217711567879
46;1.0;9.042476449394599e-06;0.9926666617393494;0.0349300242960453
47;1.0;4.082633950019954e-06;0.9929999709129333;0.037214964628219604
48;1.0;2.5800363800954074e-06;0.9933333396911621;0.04077962040901184
49;1.0;1.5354742117779097e-06;0.9926666617393494;0.040582213550806046
