epoch;accuracy;loss;val_accuracy;val_loss
0;0.9071666598320007;0.25330108404159546;0.9620000123977661;0.09250790625810623
1;0.9552500247955322;0.114922434091568;0.968999981880188;0.07683420181274414
2;0.9589166641235352;0.0986570194363594;0.9736666679382324;0.061666253954172134
3;0.9680833220481873;0.08197011053562164;0.9769999980926514;0.0662887841463089
4;0.9674999713897705;0.08432579785585403;0.9836666584014893;0.04070345684885979
5;0.9725000262260437;0.06714462488889694;0.984000027179718;0.03819260746240616
6;0.9731666445732117;0.0672679916024208;0.9816666841506958;0.04182499274611473
7;0.9734166860580444;0.0646120235323906;0.9850000143051147;0.036440659314394
8;0.9777500033378601;0.05650416389107704;0.9883333444595337;0.02994421124458313
9;0.9783333539962769;0.05497634410858154;0.987333357334137;0.03213651850819588
10;0.9787499904632568;0.051482319831848145;0.9860000014305115;0.03648761659860611
11;0.9806666374206543;0.048384133726358414;0.9893333315849304;0.024105491116642952
12;0.9817500114440918;0.04664919525384903;0.987666666507721;0.0324789434671402
13;0.9832500219345093;0.04144778475165367;0.9810000061988831;0.05745727941393852
14;0.9848333597183228;0.036874931305646896;0.9883333444595337;0.033203888684511185
15;0.9819999933242798;0.04697345942258835;0.9900000095367432;0.0261098463088274
16;0.9850000143051147;0.035610806196928024;0.9890000224113464;0.02809445746243
17;0.9888333082199097;0.029392056167125702;0.9919999837875366;0.021249715238809586
18;0.9849166870117188;0.035279832780361176;0.9863333106040955;0.04329848289489746
19;0.9853333234786987;0.03556966036558151;0.9893333315849304;0.022622419521212578
20;0.9862499833106995;0.03474514186382294;0.9883333444595337;0.02691866084933281
21;0.9868333339691162;0.03253720700740814;0.9900000095367432;0.02249971590936184
22;0.9855833053588867;0.03499426320195198;0.9913333058357239;0.021351728588342667
23;0.9869166612625122;0.029456637799739838;0.9906666874885559;0.02302899956703186
24;0.9881666898727417;0.027486346662044525;0.9913333058357239;0.023976825177669525
25;0.9858333468437195;0.03425374999642372;0.9906666874885559;0.02210620604455471
26;0.9900833368301392;0.024169450625777245;0.9933333396911621;0.020483924075961113
27;0.9879999756813049;0.03141504526138306;0.9879999756813049;0.03242206946015358
28;0.9891666769981384;0.027226878330111504;0.9926666617393494;0.021118879318237305
29;0.9907500147819519;0.02180291712284088;0.9906666874885559;0.027124807238578796
30;0.9893333315849304;0.02802439033985138;0.9896666407585144;0.03257312625646591
31;0.9916666746139526;0.022302882745862007;0.9896666407585144;0.025521917268633842
32;0.9904166460037231;0.021755261346697807;0.9906666874885559;0.02701103687286377
33;0.9889166951179504;0.026429971680045128;0.9933333396911621;0.019665604457259178
34;0.9919166564941406;0.019690584391355515;0.9906666874885559;0.024692049250006676
35;0.9911666512489319;0.022388242185115814;0.9916666746139526;0.023721909150481224
36;0.9904999732971191;0.023614583536982536;0.9909999966621399;0.024037932977080345
37;0.9915000200271606;0.021688271313905716;0.9933333396911621;0.021249251440167427
38;0.9910833239555359;0.022072672843933105;0.9909999966621399;0.0197879821062088
39;0.9879166483879089;0.030695248395204544;0.9919999837875366;0.020015522837638855
40;0.9917500019073486;0.02116086333990097;0.9933333396911621;0.019661592319607735
41;0.9908333420753479;0.02261883206665516;0.9923333525657654;0.019868278875947
42;0.9914166927337646;0.020839666947722435;0.9940000176429749;0.02164391614496708
43;0.9913333058357239;0.020793147385120392;0.9923333525657654;0.019439026713371277
44;0.9924166798591614;0.019789356738328934;0.9943333268165588;0.021338582038879395
45;0.9904999732971191;0.024703914299607277;0.9936666488647461;0.02055947855114937
46;0.9922500252723694;0.02047029137611389;0.9940000176429749;0.023916445672512054
47;0.9922500252723694;0.019117025658488274;0.9936666488647461;0.024999873712658882
48;0.9895833134651184;0.02561947889626026;0.9933333396911621;0.025232497602701187
49;0.9902499914169312;0.020156720653176308;0.9946666955947876;0.01754322275519371
